Un;Município;Tag Planta;Descrição Planta;Tag Comp;Descrição Comp;Atributo;Valor
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-24684;Inversor de frequência;MODELO;SD 750
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-24684;Inversor de frequência;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-24684;Inversor de frequência;TENSAO_ENTRADA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-24684;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-24684;Inversor de frequência;TIPO;INVERSOR DE FREQUENCIA
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;CORRENTE_SAIDA;75
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;FABRICANTE;Power electronics
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;MODELO;SD309042F
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;TENSAO_ENTRADA;380/480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25457;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;MODELO;CFW500G0142T4NB20G2
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;POTENCIA_NOMINAL;73,54kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;TENSAO_ENTRADA;380-480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25459;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;MODELO;CFW500G0142T4NB20G2
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;POTENCIA_NOMINAL;73,54kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;TENSAO_ENTRADA;380-480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25461;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;MODELO;CFW500G0142T4NB20G2
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;POTENCIA_NOMINAL;73,54kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;TENSAO_ENTRADA;380-480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25462;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;MODELO;CFW500G0142T4NB20G2
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;POTENCIA_NOMINAL;73,54kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;TENSAO_ENTRADA;380-480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25463;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;MODELO;CFW500G0142T4NB20G2
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;POTENCIA_NOMINAL;73,54kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;TENSAO_ENTRADA;380-480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25464;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;MODELO;CFW500G0142T4NB20G2
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;POTENCIA_NOMINAL;73,54kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;TENSAO_ENTRADA;380-480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25465;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;CORRENTE_SAIDA;16
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;FABRICANTE;Power electronics
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;MODELO;SD302342F
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;TENSAO_ENTRADA;380/480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25470;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;CORRENTE_SAIDA;16
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;FABRICANTE;Power electronics
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;MODELO;SD302342F
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;TENSAO_ENTRADA;380/480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25471;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;CORRENTE_SAIDA;16
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;FABRICANTE;Power electronics
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;MODELO;SD302342F
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;TENSAO_ENTRADA;380/480V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25472;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;MODELO;CFW500
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;POTENCIA_NOMINAL;30/37/45kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;TENSAO_ENTRADA;200-240V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;TENSAO_NOMINAL_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25809;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;MODELO;CFW700
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;POTENCIA_NOMINAL;30/37/45kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;TENSAO_ENTRADA;220-230V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;TENSAO_NOMINAL_SAIDA;24Vcc
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25811;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;CORRENTE_SAIDA;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;FABRICANTE;WEG
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;MODELO;CFW700
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;POTENCIA_NOMINAL;30/37/45kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;TENSAO_ENTRADA;220-230V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;TENSAO_NOMINAL_SAIDA;24Vcc
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25812;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;CORRENTE_SAIDA;178
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;FABRICANTE;Siemens
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;MODELO;Sinamics
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;POTENCIA_NOMINAL;55kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;TENSAO_ENTRADA;200-240V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;TENSAO_NOMINAL_SAIDA;0-240V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25815;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;CORRENTE_SAIDA;178
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;FABRICANTE;Siemens
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;MODELO;Sinamics
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;POTENCIA_NOMINAL;55kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;TENSAO_ENTRADA;200-240V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;TENSAO_NOMINAL_SAIDA;0-240V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-25816;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;CORRENTE_SAIDA;78.4A
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;FABRICANTE;ALTIVAR 630
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;MODELO;ATV630D18M3
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;POTENCIA_NOMINAL;18.5kW
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;TENSAO_ENTRADA;200V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;TENSAO_NOMINAL_SAIDA;240V
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26229;Inversor de frequência;TIPO;Inversor de frequência
Águas do Rio - Bloco B;RIO DE JANEIRO;PL-RJB-OFI0005;OFICINA ELETROMECÂNICA 5 - ETE ALEGRIA;RJB-26266;Inversor de frequência;CORRENTE_CURTO_CIRCUITO_ICC;
